"OPENMONTH","LOAN_TERM","LOAN_SIZE","AGEINMONTHS","TOTAL_ACCOUNTS","TOTAL_IN_ARREARS"
"202502","1",   0 - 1000,5,2992,255
"202502","7","9001 - 10000",6,104,32
"202404","2","1001 - 2000",3,239,28
"202410","1","1001 - 2000",7,7414,758
"202404","7","8001 - 9000",7,2,0
"202412","6","4001 - 5000",2,566,118
"202502","3","3001 - 4000",6,768,214
"202501","7","8001 - 9000",5,2,1
"202401","2",   0 - 1000,7,15,4
"202409","1","4001 - 5000",4,1066,107
"202408","7","10000 +",4,216,57
"202404","1","5001 - 6000",3,364,34
"202409","4","6001 - 7000",2,749,248
"202502","6","7001 - 8000",3,1825,510
"202407","6","5001 - 6000",6,590,235
"202409","6","7001 - 8000",1,2463,248
"202410","3","6001 - 7000",5,368,138
"202401","6","7001 - 8000",4,2786,914
General,"3","4001 - 5000",6,11844,3592
"202401","1","6001 - 7000",2,125,15
"202402","1","1001 - 2000",1,6725,780
"202406","6","6001 - 7000",6,363,125
"202407","1","4001 - 5000",8,1199,138
"202504","1","3001 - 4000",4,2164,235
"202403","5","2001 - 3000",2,3,1
"202410","6","4001 - 5000",4,398,134
"202406","2",   0 - 1000,2,18,2
General,"4","7001 - 8000",2,60810,16169
"202411","1","7001 - 8000",6,823,100
"202407","5","5001 - 6000",7,4,2
General,"7","7001 - 8000",4,3,2
"202502","2","5001 - 6000",4,26,5
"202408","2","7001 - 8000",5,130,14
"202401","1","4001 - 5000",7,753,85
"202407","2","2001 - 3000",2,135,24
"202404","5","1001 - 2000",4,2,0
"202501","6",   0 - 1000,4,1,0
"202402","3","1001 - 2000",2,432,66
"202412","6","3001 - 4000",5,279,93
"202411","3","5001 - 6000",8,706,265
"202404","8","9001 - 10000",7,446,157
"202404","4",   0 - 1000,6,6,1
"202502","4","7001 - 8000",5,2419,824
"202411","7","7001 - 8000",1,1,1
"202401","3","2001 - 3000",3,904,204
"202412","4","7001 - 8000",2,4276,1386
General,"5","4001 - 5000",7,81,29
"202409","5","3001 - 4000",4,2,0
"202401","6","2001 - 3000",3,120,18
"202506","4","1001 - 2000",2,173,10
"202407","2","5001 - 6000",1,37,8
General,"4","3001 - 4000",8,14673,5093
"202502","4","6001 - 7000",6,389,150
"202410","1","2001 - 3000",6,5520,619
"202403","7","8001 - 9000",7,2,0
"202412","2","7001 - 8000",5,85,16
"202403","6","1001 - 2000",2,57,6
"202403","2","7001 - 8000",1,153,19
"202403","1",   0 - 1000,4,3088,310
"202407","4","4001 - 5000",4,1440,566
"202406","1","7001 - 8000",8,653,53
"202407","3","1001 - 2000",5,468,116
"202410","4","3001 - 4000",5,1083,467
"202403","5","5001 - 6000",1,3,0
"202412","6","2001 - 3000",8,123,42
"202504","6","7001 - 8000",2,2104,411
"202401","5","1001 - 2000",7,2,1
"202501","3","6001 - 7000",6,237,78
"202404","4","3001 - 4000",2,1293,254
"202412","8","7001 - 8000",2,1,0
"202404","6","4001 - 5000",5,553,143
"202408","2","1001 - 2000",5,205,32
"202403","3","5001 - 6000",7,527,154
"202405","4","3001 - 4000",2,1271,297
"202411","1","7001 - 8000",7,823,100
General,"6","4001 - 5000",5,7407,2350
"202402","4","1001 - 2000",6,332,91
"202408","3",   0 - 1000,4,10,1
"202404","7","9001 - 10000",1,167,10
"202408","7","9001 - 10000",6,164,47
"202410","1","5001 - 6000",5,726,73
"202409","3","6001 - 7000",4,260,84
"202408","2","4001 - 5000",4,83,18
"202410","3","6001 - 7000",3,368,138
"202412","2",   0 - 1000,5,5,3
"202505","3","5001 - 6000",2,687,211
"202402","8","10000 +",5,803,232
"202401","3","6001 - 7000",7,225,79
"202501","1","6001 - 7000",3,262,33
"202406","4",   0 - 1000,2,13,1
"202404","6","2001 - 3000",5,144,43
"202408","3","4001 - 5000",3,861,258
"202412","5","1001 - 2000",8,1,0
"202506","3","2001 - 3000",2,1099,177
"202404","6","1001 - 2000",1,52,0
"202501","1","6001 - 7000",6,262,33
General,"1","4001 - 5000",3,19969,2202
"202409","4","5001 - 6000",6,1075,428
"202501","1","1001 - 2000",6,6989,756
"202412","2","3001 - 4000",2,72,17
"202409","5","2001 - 3000",7,1,0
General,"5","5001 - 6000",7,35,14
"202403","4","5001 - 6000",6,1300,480
General,"8","10000 +",1,31685,1861
"202405","5","4001 - 5000",8,5,3
"202412","6","1001 - 2000",6,36,10
"202405","3","4001 - 5000",1,768,107
"202404","1","5001 - 6000",2,364,34
"202502","2","6001 - 7000",4,7,1
"202403","1",   0 - 1000,6,3088,310
"202403","6","7001 - 8000",1,3201,312
"202405","3","5001 - 6000",7,530,166
"202401","2","1001 - 2000",1,212,29
"202402","4","6001 - 7000",6,626,236
"202401","4","3001 - 4000",7,1076,331
"202401","1","1001 - 2000",6,6589,866
"202501","2","1001 - 2000",4,128,16
"202405","5","1001 - 2000",2,3,0
General,"4","7001 - 8000",5,51956,20202
"202406","6","2001 - 3000",1,124,3
"202409","2",   0 - 1000,2,15,4
"202406","3","1001 - 2000",7,406,89
"202404","3","7001 - 8000",8,715,178
General,"1","3001 - 4000",6,33646,4072
"202405","5","4001 - 5000",7,5,3
"202410","6","7001 - 8000",4,2749,1079
"202405","2",   0 - 1000,3,24,7
"202411","6","3001 - 4000",1,199,15
"202406","4","5001 - 6000",2,1194,306
"202506","2","6001 - 7000",1,5,0
"202403","8","8001 - 9000",2,16,5
"202408","6","4001 - 5000",1,526,39
"202409","7","8001 - 9000",7,1,0
General,"6","7001 - 8000",4,41891,14594
"202409","2","5001 - 6000",3,33,7
"202404","5","1001 - 2000",7,2,0
"202411","1","2001 - 3000",5,6000,858
"202401","5","3001 - 4000",6,6,1
"202405","5","7001 - 8000",8,9,3
"202405","4","5001 - 6000",8,1159,420
"202404","1","1001 - 2000",7,7380,797
"202410","5","6001 - 7000",1,2,0
"202405","2","7001 - 8000",2,126,19
"202405","7","9001 - 10000",4,183,39
"202411","5","4001 - 5000",4,5,1
"202502","2","2001 - 3000",5,92,17
"202408","5","5001 - 6000",8,5,1
"202402","8","8001 - 9000",2,14,1
"202410","1","7001 - 8000",8,740,62
"202505","4","7001 - 8000",3,2928,808
"202411","8","9001 - 10000",4,396,128
"202502","5","6001 - 7000",6,2,0
General,"3","6001 - 7000",5,4303,1561
"202409","6","1001 - 2000",7,36,8
"202406","4","5001 - 6000",5,1194,447
"202410","5","1001 - 2000",1,2,0
"202506","4","3001 - 4000",2,846,134
"202405","4","5001 - 6000",6,1159,420
"202406","5","2001 - 3000",8,6,2
"202406","4","5001 - 6000",4,1194,446
"202410","5","3001 - 4000",7,3,2
"202411","6","5001 - 6000",1,573,67
"202405","6","4001 - 5000",8,554,160
"202504","2","4001 - 5000",2,34,6
"202409","6","10000 +",8,1,0
"202403","1","3001 - 4000",6,2121,212
"202405","6",   0 - 1000,2,1,0
"202501","6","2001 - 3000",7,75,23
"202404","8","10000 +",8,1124,372
"202503","7","10000 +",2,373,46
"202411","4","4001 - 5000",7,1049,520
"202503","1",   0 - 1000,4,3470,334
"202505","8","7001 - 8000",3,3,0
"202407","1","4001 - 5000",1,1199,137
General,"4",   0 - 1000,3,95,19
"202502","3","4001 - 5000",4,860,229
"202412","1","6001 - 7000",7,251,52
"202405","3",   0 - 1000,8,13,2
"202409","1","1001 - 2000",6,6800,712
"202406","6","7001 - 8000",5,2900,985
"202507","1","2001 - 3000",1,4654,915
"202411","6","3001 - 4000",2,199,40
General,"5","1001 - 2000",4,19,3
"202407","5","2001 - 3000",5,3,2
"202410","7","10000 +",5,308,117
"202501","2","7001 - 8000",6,59,9
"202402","3","2001 - 3000",1,860,95
"202408","3","6001 - 7000",2,277,91
"202503","3","1001 - 2000",1,486,34
"202409","5","3001 - 4000",6,2,0
"202411","6","3001 - 4000",5,199,67
"202412","4","1001 - 2000",7,235,68
"202503","7","9001 - 10000",2,118,12
"202409","2","4001 - 5000",2,56,6
"202412","8","8001 - 9000",6,43,24
"202407","1","6001 - 7000",5,205,23
"202406","6","3001 - 4000",8,298,87
"202403","8","9001 - 10000",2,517,67
"202501","5","7001 - 8000",3,10,1
"202405","2","3001 - 4000",3,90,16
"202404","7","10000 +",6,145,40
"202405","1","1001 - 2000",4,8046,982
General,"5",   0 - 1000,4,1,0
"202406","3","2001 - 3000",2,910,168
"202404","7","10000 +",3,145,28
"202404","3","1001 - 2000",8,499,92
"202405","4","4001 - 5000",2,1344,304
"202405","1","4001 - 5000",8,1109,120
"202501","2","2001 - 3000",1,86,13
"202410","4","2001 - 3000",4,585,242
"202401","1","3001 - 4000",4,1952,249
"202405","4",   0 - 1000,4,7,0
"202406","6","1001 - 2000",8,50,18
"202504","3","6001 - 7000",3,276,101
"202407","1","5001 - 6000",5,532,64
"202408","4","5001 - 6000",7,1252,451
"202403","4","1001 - 2000",6,343,104
"202401","7","9001 - 10000",2,160,20
"202410","4","7001 - 8000",3,3497,1345
"202503","2","1001 - 2000",2,161,28
General,"2","1001 - 2000",1,3596,360
"202405","2","2001 - 3000",4,176,28
"202501","8","10000 +",6,1774,546
General,"4","6001 - 7000",2,11290,3439
"202405","2","3001 - 4000",1,90,8
"202408","8","10000 +",7,1525,537
"202410","5","5001 - 6000",2,1,0
"202401","4","6001 - 7000",7,633,265
"202409","5","5001 - 6000",6,3,1
"202412","1","3001 - 4000",1,2982,481
"202411","5","1001 - 2000",6,1,0
"202404","3",   0 - 1000,4,13,3
"202407","2","7001 - 8000",2,93,21
"202503","2","4001 - 5000",1,49,9
"202407","1","6001 - 7000",7,205,23
"202406","7","9001 - 10000",8,215,64
"202408","6","2001 - 3000",5,129,40
"202406","4","6001 - 7000",6,708,279
"202402","4","5001 - 6000",2,1097,343
"202405","2","4001 - 5000",5,68,9
"202504","2","3001 - 4000",3,51,9
General,"8","8001 - 9000",3,439,91
"202502","2","1001 - 2000",3,157,30
"202407","6","7001 - 8000",7,2846,1255
"202404","1","7001 - 8000",4,570,53
"202408","4","3001 - 4000",5,1384,459
"202406","3","7001 - 8000",7,746,221
"202401","1","3001 - 4000",3,1952,249
"202402","8","8001 - 9000",3,14,4
"202411","6","1001 - 2000",6,18,4
"202404","3","3001 - 4000",1,792,108
"202407","3","7001 - 8000",6,680,247
"202412","1","4001 - 5000",3,1493,230
"202407","1","1001 - 2000",7,8255,1070
"202408","2","4001 - 5000",3,83,18
"202402","1",   0 - 1000,4,2776,283
"202501","5","2001 - 3000",4,3,1
"202502","2","1001 - 2000",2,157,30
"202403","1","5001 - 6000",5,453,44
"202412","2","5001 - 6000",6,35,15
"202404","2","3001 - 4000",8,106,14
"202501","7","10000 +",7,325,103
"202401","1","3001 - 4000",7,1952,249
"202407","1","2001 - 3000",5,5477,704
"202409","1",   0 - 1000,6,2629,237
"202408","3","1001 - 2000",6,491,100
"202411","3","5001 - 6000",5,706,265
"202408","3","2001 - 3000",6,1021,246
"202501","3","4001 - 5000",7,823,253
"202409","6","7001 - 8000",5,2463,978
"202405","1","1001 - 2000",2,8046,982
"202501","3",   0 - 1000,1,14,1
"202412","6","5001 - 6000",8,615,232
"202408","2",   0 - 1000,7,12,1
"202401","5","7001 - 8000",7,10,3
"202410","7","10000 +",3,308,79
"202411","4","1001 - 2000",1,184,28
"202502","4","4001 - 5000",3,716,206
"202407","7","9001 - 10000",5,183,65
"202406","1","5001 - 6000",4,430,48
"202408","3","1001 - 2000",4,491,100
"202502","6","1001 - 2000",6,26,6
"202405","4","1001 - 2000",7,344,104
"202405","2",   0 - 1000,1,24,4
"202503","5","6001 - 7000",1,1,1
"202406","2","7001 - 8000",3,146,23
"202407","5","3001 - 4000",8,7,2
"202505","5","5001 - 6000",1,2,0
General,"2","5001 - 6000",3,557,115
"202401","2","3001 - 4000",2,105,19
General,"8","9001 - 10000",4,6284,1726
General,"6","2001 - 3000",4,1793,428
"202402","4","2001 - 3000",5,775,220
"202410","6","6001 - 7000",8,388,180
"202407","2","4001 - 5000",3,58,13
"202407","7","9001 - 10000",1,183,25
"202503","3","4001 - 5000",3,1169,279
"202412","2","6001 - 7000",8,12,4
"202404","5","5001 - 6000",3,1,1
"202405","2","7001 - 8000",4,126,19
"202411","6","5001 - 6000",2,573,141
"202405","4","7001 - 8000",5,3356,1289
"202502","5","2001 - 3000",1,1,0
"202412","5","4001 - 5000",7,7,4
"202505","1",   0 - 1000,2,3336,302
"202406","3","3001 - 4000",7,793,213
"202408","3","6001 - 7000",3,277,98
"202502","7","7001 - 8000",5,1,0
"202407","6","2001 - 3000",8,136,29
"202404","3","4001 - 5000",6,738,194
"202408","1","5001 - 6000",5,552,55
"202401","1",   0 - 1000,6,2807,352
"202404","2","5001 - 6000",5,48,13
"202402","6","3001 - 4000",4,264,56
General,"1","7001 - 8000",8,7772,798
"202401","4","2001 - 3000",5,810,234
"202408","1","1001 - 2000",1,8135,845
"202401","2","2001 - 3000",8,164,31
"202502","1","5001 - 6000",4,668,63
"202406","3","2001 - 3000",7,910,218
"202411","3",   0 - 1000,2,7,3
"202407","3","1001 - 2000",1,468,40
General,"7","3001 - 4000",1,2,0
General,"4","6001 - 7000",3,10866,4234
"202410","1","2001 - 3000",8,5520,619
"202406","5","5001 - 6000",3,6,2
"202408","2","2001 - 3000",3,160,34
"202411","1","3001 - 4000",5,2875,380
"202403","1",   0 - 1000,3,3088,310
"202411","5","3001 - 4000",2,1,0
"202401","8","9001 - 10000",3,497,102
"202404","6",   0 - 1000,8,1,1
"202402","8","10000 +",7,803,260
"202411","1","4001 - 5000",5,1436,199
"202501","5","2001 - 3000",2,3,1
"202503","4","5001 - 6000",5,932,360
"202406","4","5001 - 6000",3,1194,400
"202405","2",   0 - 1000,2,24,7
"202404","8","9001 - 10000",5,446,138
"202504","4","1001 - 2000",1,224,9
"202406","4","2001 - 3000",2,889,146
"202406","7","10000 +",6,168,45
"202403","6","3001 - 4000",7,326,98
"202412","1","6001 - 7000",4,251,52
"202502","4","2001 - 3000",6,434,132
"202402","1","4001 - 5000",6,935,105
"202403","7","10000 +",5,157,38
"202408","3","4001 - 5000",6,861,258
"202501","1",   0 - 1000,5,2844,275
"202411","3",   0 - 1000,7,7,3
"202403","4","2001 - 3000",2,939,163
"202410","4","7001 - 8000",2,3497,908
"202401","7","10000 +",3,42,6
"202506","2","2001 - 3000",2,80,26
"202401","6","7001 - 8000",7,2786,1001
"202403","5","2001 - 3000",1,3,0
"202501","4","1001 - 2000",3,193,32
"202402","2","3001 - 4000",5,110,20
"202501","8","9001 - 10000",1,280,18
"202412","5","2001 - 3000",2,4,1
"202405","1","7001 - 8000",3,599,65
"202502","4","1001 - 2000",6,162,43
"202404","6","3001 - 4000",2,285,34
"202502","3","7001 - 8000",3,1033,310
"202409","2","6001 - 7000",5,14,2
"202411","2","3001 - 4000",8,81,21
General,"6","2001 - 3000",7,1530,458
"202404","6",   0 - 1000,1,1,0
General,"3",   0 - 1000,5,181,44
"202403","5","1001 - 2000",8,1,0
"202412","3",   0 - 1000,5,11,4
"202402","2","2001 - 3000",6,166,32
"202501","7","10000 +",5,325,90
"202409","4","3001 - 4000",3,1114,339
"202403","1","4001 - 5000",3,979,92
"202405","4","1001 - 2000",1,344,28
"202504","5","5001 - 6000",1,2,0
"202501","3","1001 - 2000",5,418,83
"202405","6","3001 - 4000",5,271,69
"202405","8","8001 - 9000",2,14,2
"202501","2","7001 - 8000",7,59,9
"202503","1","7001 - 8000",5,905,77
"202504","5","3001 - 4000",4,2,0
"202412","5","5001 - 6000",3,1,1
"202401","5","3001 - 4000",3,6,1
"202408","2","2001 - 3000",8,160,34
"202409","6","10000 +",7,1,0
"202402","2","4001 - 5000",5,58,8
"202412","3","7001 - 8000",1,1298,257
"202501","3","6001 - 7000",7,237,78
"202404","3","7001 - 8000",7,715,178
"202501","6","2001 - 3000",2,75,11
"202401","5","2001 - 3000",4,1,1
"202406","3","6001 - 7000",5,225,70
"202407","3","4001 - 5000",5,823,246
"202412","3","4001 - 5000",4,1263,437
General,"4","5001 - 6000",6,15408,6076
"202410","6","9001 - 10000",7,1,1
"202501","2","6001 - 7000",5,10,2
"202405","3","2001 - 3000",7,945,232
"202406","3","7001 - 8000",5,746,221
"202502","3","7001 - 8000",2,1033,274
"202402","4","4001 - 5000",4,1152,400
"202412","4","6001 - 7000",5,715,332
"202405","5","2001 - 3000",6,1,0
"202410","1","5001 - 6000",4,726,73
General,"1",   0 - 1000,2,54125,5605
"202403","1","4001 - 5000",5,979,92
"202410","5","4001 - 5000",3,4,1
"202412","7","10000 +",6,455,122
"202501","3","5001 - 6000",4,514,152
"202410","3","3001 - 4000",3,990,308
"202503","3",   0 - 1000,5,18,2
"202402","6","4001 - 5000",1,520,32
"202409","1","7001 - 8000",6,636,63
General,"2","4001 - 5000",1,1089,129
"202412","2","4001 - 5000",2,52,14
"202406","1","7001 - 8000",2,653,53
"202503","6","3001 - 4000",2,214,31
"202409","7","10000 +",1,231,4
"202407","3","6001 - 7000",5,298,119
General,"3",   0 - 1000,1,247,22
"202412","3","5001 - 6000",5,790,320
General,"6","4001 - 5000",3,8339,1946
"202402","3",   0 - 1000,2,19,2
"202412","5","4001 - 5000",8,7,4
"202403","6","2001 - 3000",3,147,24
"202505","2",   0 - 1000,1,9,0
"202410","6","1001 - 2000",4,31,10
"202409","6","6001 - 7000",3,329,102
"202407","1",   0 - 1000,2,3073,346
"202406","2","5001 - 6000",7,38,4
"202409","2","5001 - 6000",7,33,7
General,"3","1001 - 2000",5,6692,1506
"202411","2","1001 - 2000",3,184,46
"202407","6","2001 - 3000",3,136,21
General,"4","6001 - 7000",4,10378,4379
"202407","7","7001 - 8000",8,1,1
"202503","1","6001 - 7000",1,252,18
"202503","3","5001 - 6000",5,752,236
"202408","7","8001 - 9000",3,2,2
"202408","3","3001 - 4000",5,877,235
"202501","1",   0 - 1000,2,2844,275
"202408","4",   0 - 1000,7,12,4
"202402","2","6001 - 7000",2,10,2
"202401","3","4001 - 5000",2,645,194
"202403","3","7001 - 8000",3,798,216
"202411","7","7001 - 8000",6,1,1
"202411","4","6001 - 7000",6,625,327
"202404","4","1001 - 2000",8,366,77
"202410","2","2001 - 3000",7,143,24
"202504","5","2001 - 3000",2,4,1
"202410","1","5001 - 6000",3,726,73
"202401","2","7001 - 8000",1,79,8
"202506","4","2001 - 3000",1,540,49
"202401","6","7001 - 8000",2,2786,560
"202403","5","3001 - 4000",2,3,1
"202407","2","3001 - 4000",7,124,28
"202402","5","2001 - 3000",1,2,0
"202412","1","7001 - 8000",2,909,138
"202405","8","10000 +",7,947,295
"202403","1","1001 - 2000",2,7542,884
"202405","1","2001 - 3000",2,5205,636
"202401","8","8001 - 9000",5,11,4
"202409","3","5001 - 6000",7,518,182
"202405","4","2001 - 3000",7,866,250
"202501","5","5001 - 6000",6,3,1
"202404","3",   0 - 1000,3,13,3
"202504","4","5001 - 6000",4,945,389
"202403","4","7001 - 8000",7,4264,1521
"202405","4","7001 - 8000",1,3356,416
"202409","1","2001 - 3000",8,4614,510
"202501","3","1001 - 2000",3,418,79
General,"7","8001 - 9000",8,13,4
"202502","4","4001 - 5000",5,716,231
"202408","5","7001 - 8000",8,10,3
"202404","2","5001 - 6000",1,48,7
"202501","2",   0 - 1000,7,12,1
"202410","5","7001 - 8000",8,14,7
"202409","3","4001 - 5000",1,768,115
"202408","8","9001 - 10000",4,490,136
"202408","4","3001 - 4000",3,1384,408
"202404","2","6001 - 7000",1,20,0
"202412","4","4001 - 5000",7,1322,577
"202406","8","8001 - 9000",3,14,2
"202502","4","2001 - 3000",4,434,131
"202408","1","4001 - 5000",2,1216,130
"202504","3",   0 - 1000,2,19,4
"202501","2","6001 - 7000",2,10,2
"202402","2","5001 - 6000",1,45,7
General,"8","10000 +",2,29271,3792
"202412","3",   0 - 1000,2,11,4
"202501","2","1001 - 2000",1,128,11
"202412","4","7001 - 8000",6,4276,1831
"202410","3","2001 - 3000",7,1019,296
"202407","7","7001 - 8000",5,1,1
"202506","5","4001 - 5000",1,3,1
"202408","4","2001 - 3000",6,946,276
General,"7","7001 - 8000",5,3,2
"202407","5","3001 - 4000",3,7,2
"202410","1","4001 - 5000",2,1367,150
General,"6","7001 - 8000",3,43982,12739
"202506","7","8001 - 9000",2,2,1
"202404","3","1001 - 2000",1,499,33
"202410","5","4001 - 5000",2,4,0
"202410","4","5001 - 6000",2,1142,322
"202407","3","7001 - 8000",3,680,247
"202404","4","2001 - 3000",5,971,288
"202506","4","5001 - 6000",2,790,147
"202401","3","4001 - 5000",1,645,106
"202412","3","1001 - 2000",5,433,130
"202409","7","8001 - 9000",5,1,0
"202502","3","1001 - 2000",1,443,40
"202412","7","8001 - 9000",8,1,0
"202406","2","4001 - 5000",8,64,12
"202408","6","5001 - 6000",6,685,266
"202407","6","3001 - 4000",8,298,99
"202405","7","9001 - 10000",6,183,50
"202408","6","4001 - 5000",8,526,202
"202410","1","4001 - 5000",3,1367,150
"202405","6",   0 - 1000,1,1,0
"202401","2","3001 - 4000",7,105,19
General,"4","2001 - 3000",6,10641,3294
"202506","4","5001 - 6000",1,790,83
"202407","2","6001 - 7000",4,14,2
"202507","4","3001 - 4000",1,949,46
"202404","2","2001 - 3000",4,175,32
General,"3","5001 - 6000",4,9161,3123
"202402","5","2001 - 3000",6,2,0
General,"4","3001 - 4000",2,19997,4457
"202402","5","5001 - 6000",3,1,0
"202403","5","4001 - 5000",6,7,2
"202403","4","3001 - 4000",1,1343,143
"202406","3","4001 - 5000",2,817,204
"202403","5","3001 - 4000",1,3,0
"202506","6","3001 - 4000",2,207,15
"202503","4","4001 - 5000",4,965,328
"202407","6","3001 - 4000",3,298,61
"202401","5","6001 - 7000",8,1,1
"202503","2","5001 - 6000",4,28,6
"202505","4","5001 - 6000",2,928,231
"202406","3","2001 - 3000",4,910,218
"202411","1","3001 - 4000",4,2875,380
"202505","8","8001 - 9000",1,50,2
"202503","4","6001 - 7000",3,493,180
"202405","2","7001 - 8000",3,126,19
General,"3",   0 - 1000,2,233,47
General,"3","1001 - 2000",6,6206,1402
"202402","4","6001 - 7000",2,626,180
"202401","7","10000 +",5,42,8
"202405","8","8001 - 9000",1,14,2
"202402","7","9001 - 10000",7,175,56
"202401","3","6001 - 7000",4,225,79
General,"5","1001 - 2000",2,20,1
"202403","3","5001 - 6000",6,527,154
"202408","3","4001 - 5000",7,861,258
General,"2","6001 - 7000",7,187,40
"202412","6","6001 - 7000",8,411,165
"202502","1","4001 - 5000",1,1304,134
"202401","4","3001 - 4000",6,1076,331
"202408","7","10000 +",8,216,69
"202503","4","7001 - 8000",2,3099,772
"202409","5","7001 - 8000",8,21,4
"202502","7","9001 - 10000",2,104,13
"202502","4","5001 - 6000",4,681,241
"202410","4","7001 - 8000",1,3497,410
"202406","1","7001 - 8000",5,653,53
"202503","5","3001 - 4000",2,1,0
"202401","3","4001 - 5000",4,645,217
"202402","4","7001 - 8000",7,3393,1199
"202403","6","6001 - 7000",6,456,183
"202410","4","6001 - 7000",8,723,345
"202408","2","7001 - 8000",2,130,14
"202402","3","5001 - 6000",7,436,151
